hour of year	Mass Flow Rate	TsupplyDhw
1338.6	0	45
1338.6333	0	45
1338.6667	0	45
1338.7	0	45
1338.7333	0	45
1338.7667	0	45
1338.8	0	45
1338.8333	0	45
1338.8667	0	45
1338.9	0	45
1338.9333	0	45
1338.9667	0	45
1339	0	45
1339.0333	240	45
1339.0667	0	45
1339.1	0	45
1339.1333	0	45
1339.1667	0	45
1339.2	0	45
1339.2333	0	45
1339.2667	0	45
1339.3	0	45
1339.3333	0	45
1339.3667	0	45
1339.4	0	45
1339.4333	0	45
1339.4667	0	45
1339.5	0	45
1339.5333	0	45
1339.5667	0	45
1339.6	0	45
1339.6333	0	45
1339.6667	0	45
1339.7	0	45
1339.7333	0	45
1339.7667	0	45
1339.8	0	45
1339.8333	0	45
1339.8667	0	45
1339.9	0	45
1339.9333	0	45
1339.9667	0	45
1340	0	45
1340.0333	0	45
1340.0667	0	45
1340.1	0	45
1340.1333	0	45
1340.1667	0	45
1340.2	0	45
1340.2333	0	45
1340.2667	0	45
1340.3	0	45
1340.3333	0	45
1340.3667	0	45
1340.4	0	45
1340.4333	0	45
1340.4667	0	45
1340.5	0	45
1340.5333	293.3333333	45
1340.5667	293.3333333	45
1340.6	0	45
1340.6333	0	45
1340.6667	0	45
1340.7	0	45
1340.7333	0	45
1340.7667	0	45
1340.8	0	45
1340.8333	0	45
1340.8667	0	45
1340.9	0	45
1340.9333	0	45
1340.9667	0	45
1341	0	45
1341.0333	0	45
1341.0667	0	45
1341.1	0	45
1341.1333	0	45
1341.1667	0	45
1341.2	0	45
1341.2333	0	45
1341.2667	240	45
1341.3	0	45
1341.3333	0	45
1341.3667	0	45
1341.4	0	45
1341.4333	0	45
1341.4667	0	45
1341.5	0	45
1341.5333	600	45
1341.5667	600	45
1341.6	600	45
1341.6333	600	45
1341.6667	600	45
1341.7	0	45
1341.7333	0	45
1341.7667	0	45
1341.8	0	45
1341.8333	0	45
1341.8667	0	45
1341.9	0	45
1341.9333	0	45
1341.9667	0	45
1342	0	45
1342.0333	0	45
1342.0667	0	45
1342.1	0	45
1342.1333	0	45
1342.1667	0	45
1342.2	0	45
1342.2333	0	45
1342.2667	0	45
1342.3	0	45
1342.3333	0	45
1342.3667	0	45
1342.4	0	45
1342.4333	0	45
1342.4667	0	45
1342.5	0	45
1342.5333	0	45
1342.5667	0	45
1342.6	0	45
1342.6333	0	45
1342.6667	0	45
1342.7	0	45
1342.7333	0	45
1342.7667	0	45
1342.8	0	45
1342.8333	0	45
1342.8667	0	45
1342.9	0	45
1342.9333	0	45
1342.9667	0	45
1343	0	45
1343.0333	0	45
1343.0667	0	45
1343.1	0	45
1343.1333	0	45
1343.1667	0	45
1343.2	0	45
1343.2333	0	45
1343.2667	0	45
1343.3	0	45
1343.3333	0	45
1343.3667	0	45
1343.4	0	45
1343.4333	0	45
1343.4667	0	45
1343.5	0	45
1343.5333	0	45
1343.5667	0	45
1343.6	0	45
1343.6333	0	45
1343.6667	0	45
1343.7	0	45
1343.7333	0	45
1343.7667	0	45
1343.8	0	45
1343.8333	0	45
1343.8667	0	45
1343.9	0	45
1343.9333	0	45
1343.9667	0	45
1344	0	45
1344.0333	0	45
1344.0667	0	45
1344.1	0	45
1344.1333	0	45
1344.1667	0	45
1344.2	0	45
1344.2333	0	45
1344.2667	0	45
1344.3	0	45
1344.3333	0	45
1344.3667	0	45
1344.4	0	45
1344.4333	0	45
1344.4667	0	45
1344.5	0	45
1344.5333	0	45
1344.5667	0	45
1344.6	0	45
1344.6333	0	45
1344.6667	0	45
1344.7	0	45
1344.7333	0	45
1344.7667	0	45
1344.8	0	45
1344.8333	0	45
1344.8667	0	45
1344.9	0	45
1344.9333	0	45
1344.9667	0	45
1345	0	45
1345.0333	0	45
1345.0667	0	45
1345.1	0	45
1345.1333	0	45
1345.1667	0	45
1345.2	0	45
1345.2333	0	45
1345.2667	0	45
1345.3	0	45
1345.3333	0	45
1345.3667	0	45
1345.4	0	45
1345.4333	0	45
1345.4667	0	45
1345.5	0	45
1345.5333	0	45
1345.5667	0	45
1345.6	0	45
1345.6333	0	45
1345.6667	0	45
1345.7	0	45
1345.7333	0	45
1345.7667	0	45
1345.8	0	45
1345.8333	0	45
1345.8667	0	45
1345.9	0	45
1345.9333	0	45
1345.9667	0	45
1346	0	45
1346.0333	0	45
1346.0667	0	45
1346.1	0	45
1346.1333	0	45
1346.1667	0	45
1346.2	0	45
1346.2333	0	45
1346.2667	0	45
1346.3	0	45
1346.3333	0	45
1346.3667	0	45
1346.4	0	45
1346.4333	0	45
1346.4667	0	45
1346.5	0	45
1346.5333	0	45
1346.5667	0	45
1346.6	0	45
1346.6333	0	45
1346.6667	0	45
1346.7	0	45
1346.7333	0	45
1346.7667	0	45
1346.8	0	45
1346.8333	0	45
1346.8667	0	45
1346.9	0	45
1346.9333	0	45
1346.9667	0	45
1347	0	45
1347.0333	0	45
1347.0667	0	45
1347.1	0	45
1347.1333	0	45
1347.1667	0	45
1347.2	0	45
1347.2333	0	45
1347.2667	0	45
1347.3	0	45
1347.3333	0	45
1347.3667	0	45
1347.4	0	45
1347.4333	0	45
1347.4667	0	45
1347.5	0	45
1347.5333	0	45
1347.5667	0	45
1347.6	0	45
1347.6333	0	45
1347.6667	0	45
1347.7	0	45
1347.7333	0	45
1347.7667	0	45
1347.8	0	45
1347.8333	0	45
1347.8667	0	45
1347.9	0	45
1347.9333	0	45
1347.9667	0	45
1348	0	45
1348.0333	0	45
1348.0667	0	45
1348.1	0	45
1348.1333	0	45
1348.1667	0	45
1348.2	0	45
1348.2333	0	45
1348.2667	0	45
1348.3	0	45
1348.3333	0	45
1348.3667	0	45
1348.4	0	45
1348.4333	0	45
1348.4667	0	45
1348.5	0	45
1348.5333	0	45
1348.5667	0	45
1348.6	0	45
1348.6333	0	45
1348.6667	0	45
1348.7	0	45
1348.7333	0	45
1348.7667	0	45
1348.8	0	45
1348.8333	0	45
1348.8667	0	45
1348.9	0	45
1348.9333	0	45
1348.9667	0	45
1349	0	45
1349.0333	0	45
1349.0667	0	45
1349.1	0	45
1349.1333	0	45
1349.1667	0	45
1349.2	0	45
1349.2333	0	45
1349.2667	0	45
1349.3	0	45
1349.3333	0	45
1349.3667	0	45
1349.4	0	45
1349.4333	0	45
1349.4667	0	45
1349.5	0	45
1349.5333	0	45
1349.5667	0	45
1349.6	0	45
1349.6333	0	45
1349.6667	0	45
1349.7	0	45
1349.7333	0	45
1349.7667	0	45
1349.8	0	45
1349.8333	0	45
1349.8667	0	45
1349.9	0	45
1349.9333	0	45
1349.9667	0	45
1350	0	45
1350.0333	0	45
1350.0667	0	45
1350.1	0	45
1350.1333	0	45
1350.1667	0	45
1350.2	0	45
1350.2333	0	45
1350.2667	0	45
1350.3	0	45
1350.3333	0	45
1350.3667	0	45
1350.4	0	45
1350.4333	0	45
1350.4667	0	45
1350.5	0	45
1350.5333	0	45
1350.5667	0	45
1350.6	0	45
1350.6333	0	45
1350.6667	0	45
1350.7	0	45
1350.7333	0	45
1350.7667	0	45
1350.8	0	45
1350.8333	0	45
1350.8667	0	45
1350.9	0	45
1350.9333	0	45
1350.9667	0	45
1351	0	45
1351.0333	240	45
1351.0667	0	45
1351.1	0	45
1351.1333	0	45
1351.1667	0	45
1351.2	0	45
1351.2333	0	45
1351.2667	600	45
1351.3	600	45
1351.3333	0	45
1351.3667	0	45
1351.4	0	45
1351.4333	0	45
1351.4667	0	45
1351.5	0	45
1351.5333	240	45
1351.5667	0	45
1351.6	0	45
1351.6333	0	45
1351.6667	0	45
1351.7	0	45
1351.7333	0	45
1351.7667	0	45
1351.8	0	45
1351.8333	0	45
1351.8667	0	45
1351.9	0	45
1351.9333	0	45
1351.9667	0	45
1352	0	45
1352.0333	240	45
1352.0667	0	45
1352.1	0	45
1352.1333	0	45
1352.1667	0	45
1352.2	0	45
1352.2333	0	45
1352.2667	240	45
1352.3	0	45
1352.3333	0	45
1352.3667	0	45
1352.4	0	45
1352.4333	0	45
1352.4667	0	45
1352.5	0	45
1352.5333	240	45
1352.5667	0	45
1352.6	0	45
1352.6333	0	45
1352.6667	0	45
1352.7	0	45
1352.7333	0	45
1352.7667	240	45
1352.8	0	45
1352.8333	0	45
1352.8667	0	45
1352.9	0	45
1352.9333	0	45
1352.9667	0	45
1353	0	45
1353.0333	240	45
1353.0667	0	45
1353.1	0	45
1353.1333	0	45
1353.1667	0	45
1353.2	0	45
1353.2333	0	45
1353.2667	0	45
1353.3	0	45
1353.3333	0	45
1353.3667	0	45
1353.4	0	45
1353.4333	0	45
1353.4667	0	45
1353.5	0	45
1353.5333	240	45
1353.5667	0	45
1353.6	0	45
1353.6333	0	45
1353.6667	0	45
1353.7	0	45
1353.7333	0	45
1353.7667	0	45
1353.8	0	45
1353.8333	0	45
1353.8667	0	45
1353.9	0	45
1353.9333	0	45
1353.9667	0	45
1354	0	45
1354.0333	0	45
1354.0667	0	45
1354.1	0	45
1354.1333	0	45
1354.1667	0	45
1354.2	0	45
1354.2333	0	45
1354.2667	0	45
1354.3	0	45
1354.3333	0	45
1354.3667	0	45
1354.4	0	45
1354.4333	0	45
1354.4667	0	45
1354.5	0	45
1354.5333	240	45
1354.5667	0	45
1354.6	0	45
1354.6333	0	45
1354.6667	0	45
1354.7	0	45
1354.7333	0	45
1354.7667	0	45
1354.8	0	45
1354.8333	0	45
1354.8667	0	45
1354.9	0	45
1354.9333	0	45
1354.9667	0	45
1355	0	45
1355.0333	0	45
1355.0667	0	45
1355.1	0	45
1355.1333	0	45
1355.1667	0	45
1355.2	0	45
1355.2333	0	45
1355.2667	0	45
1355.3	0	45
1355.3333	0	45
1355.3667	0	45
1355.4	0	45
1355.4333	0	45
1355.4667	0	45
1355.5	0	45
1355.5333	240	45
1355.5667	0	45
1355.6	0	45
1355.6333	0	45
1355.6667	0	45
1355.7	0	45
1355.7333	0	45
1355.7667	240	45
1355.8	0	45
1355.8333	0	45
1355.8667	0	45
1355.9	0	45
1355.9333	0	45
1355.9667	0	45
1356	0	45
1356.0333	0	45
1356.0667	0	45
1356.1	0	45
1356.1333	0	45
1356.1667	0	45
1356.2	0	45
1356.2333	0	45
1356.2667	0	45
1356.3	0	45
1356.3333	0	45
1356.3667	0	45
1356.4	0	45
1356.4333	0	45
1356.4667	0	45
1356.5	0	45
1356.5333	0	45
1356.5667	0	45
1356.6	0	45
1356.6333	0	45
1356.6667	0	45
1356.7	0	45
1356.7333	0	45
1356.7667	293.3333333	45
1356.8	0	45
1356.8333	0	45
1356.8667	0	45
1356.9	0	45
1356.9333	0	45
1356.9667	0	45
1357	0	45
1357.0333	0	45
1357.0667	0	45
1357.1	0	45
1357.1333	0	45
1357.1667	0	45
1357.2	0	45
1357.2333	0	45
1357.2667	0	45
1357.3	0	45
1357.3333	0	45
1357.3667	0	45
1357.4	0	45
1357.4333	0	45
1357.4667	0	45
1357.5	0	45
1357.5333	0	45
1357.5667	0	45
1357.6	0	45
1357.6333	0	45
1357.6667	0	45
1357.7	0	45
1357.7333	0	45
1357.7667	0	45
1357.8	0	45
1357.8333	0	45
1357.8667	0	45
1357.9	0	45
1357.9333	0	45
1357.9667	0	45
1358	0	45
1358.0333	0	45
1358.0667	0	45
1358.1	0	45
1358.1333	0	45
1358.1667	0	45
1358.2	0	45
1358.2333	0	45
1358.2667	0	45
1358.3	0	45
1358.3333	0	45
1358.3667	0	45
1358.4	0	45
1358.4333	0	45
1358.4667	0	45
1358.5	0	45
1358.5333	240	45
1358.5667	0	45
1358.6	0	45
1358.6333	0	45
1358.6667	0	45
1358.7	0	45
1358.7333	0	45
1358.7667	0	45
1358.8	0	45
1358.8333	0	45
1358.8667	0	45
1358.9	0	45
1358.9333	0	45
1358.9667	0	45
1359	0	45
1359.0333	0	45
1359.0667	0	45
1359.1	0	45
1359.1333	0	45
1359.1667	0	45
1359.2	0	45
1359.2333	0	45
1359.2667	0	45
1359.3	0	45
1359.3333	0	45
1359.3667	0	45
1359.4	0	45
1359.4333	0	45
1359.4667	0	45
1359.5	0	45
1359.5333	0	45
1359.5667	240	45
1359.6	0	45
1359.6333	0	45
1359.6667	0	45
1359.7	0	45
1359.7333	0	45
1359.7667	0	45
1359.8	0	45
1359.8333	0	45
1359.8667	0	45
1359.9	0	45
1359.9333	0	45
1359.9667	0	45
1360	0	45
1360.0333	0	45
1360.0667	0	45
1360.1	0	45
1360.1333	0	45
1360.1667	0	45
1360.2	0	45
1360.2333	0	45
1360.2667	0	45
1360.3	0	45
1360.3333	0	45
1360.3667	0	45
1360.4	0	45
1360.4333	0	45
1360.4667	0	45
1360.5	0	45
1360.5333	240	45
1360.5667	0	45
1360.6	0	45
1360.6333	0	45
1360.6667	0	45
1360.7	0	45
1360.7333	0	45
1360.7667	0	45
1360.8	0	45
1360.8333	0	45
1360.8667	0	45
1360.9	0	45
1360.9333	0	45
1360.9667	0	45
1361	0	45
1361.0333	0	45
1361.0667	0	45
1361.1	0	45
1361.1333	0	45
1361.1667	0	45
1361.2	0	45
1361.2333	0	45
1361.2667	0	45
1361.3	0	45
1361.3333	0	45
1361.3667	0	45
1361.4	0	45
1361.4333	0	45
1361.4667	0	45
1361.5	0	45
1361.5333	0	45
1361.5667	0	45
1361.6	0	45
1361.6333	0	45
1361.6667	0	45
1361.7	0	45
1361.7333	0	45
1361.7667	0	45
1361.8	0	45
1361.8333	0	45
1361.8667	0	45
1361.9	0	45
1361.9333	0	45
1361.9667	0	45
1362	0	45
1362.0333	240	45
1362.0667	0	45
1362.1	0	45
1362.1333	0	45
1362.1667	0	45
1362.2	0	45
1362.2333	0	45
1362.2667	240	45
1362.3	0	45
1362.3333	0	45
1362.3667	0	45
1362.4	0	45
1362.4333	0	45
1362.4667	0	45
1362.5	0	45
1362.5333	240	45
1362.5667	0	45
1362.6	0	45
1362.6333	0	45
1362.6667	0	45
1362.7	0	45
1362.7333	0	45
1362.7667	0	45
1362.8	0	45
1362.8333	0	45
1362.8667	0	45
1362.9	0	45
1362.9333	0	45
1362.9667	0	45
1363	0	45
1363.0333	240	45
1363.0667	0	45
1363.1	0	45
1363.1333	0	45
1363.1667	0	45
1363.2	0	45
1363.2333	0	45
1363.2667	0	45
1363.3	0	45
1363.3333	0	45
1363.3667	0	45
1363.4	0	45
1363.4333	0	45
1363.4667	0	45
1363.5	0	45
1363.5333	0	45
1363.5667	0	45
1363.6	0	45
1363.6333	0	45
1363.6667	0	45
1363.7	0	45
1363.7333	0	45
1363.7667	0	45
1363.8	0	45
1363.8333	0	45
1363.8667	0	45
1363.9	0	45
1363.9333	0	45
1363.9667	0	45
1364	0	45
1364.0333	0	45
1364.0667	0	45
1364.1	0	45
1364.1333	0	45
1364.1667	0	45
1364.2	0	45
1364.2333	0	45
1364.2667	0	45
1364.3	0	45
1364.3333	0	45
1364.3667	0	45
1364.4	0	45
1364.4333	0	45
1364.4667	0	45
1364.5	0	45
1364.5333	293.3333333	45
1364.5667	293.3333333	45
1364.6	0	45
1364.6333	0	45
1364.6667	0	45
1364.7	0	45
1364.7333	0	45
1364.7667	0	45
1364.8	0	45
1364.8333	0	45
1364.8667	0	45
1364.9	0	45
1364.9333	0	45
1364.9667	0	45
1365	0	45
1365.0333	0	45
1365.0667	0	45
1365.1	0	45
1365.1333	0	45
1365.1667	0	45
1365.2	0	45
1365.2333	0	45
1365.2667	240	45
1365.3	0	45
1365.3333	0	45
1365.3667	0	45
1365.4	0	45
1365.4333	0	45
1365.4667	0	45
1365.5	0	45
1365.5333	600	45
1365.5667	600	45
1365.6	0	45
1365.6333	0	45
1365.6667	0	45
1365.7	0	45
1365.7333	0	45
1365.7667	0	45
1365.8	0	45
1365.8333	0	45
1365.8667	0	45
1365.9	0	45
1365.9333	0	45
1365.9667	0	45
1366	0	45
1366.0333	0	45
1366.0667	0	45
1366.1	0	45
1366.1333	0	45
1366.1667	0	45
1366.2	0	45
1366.2333	0	45
1366.2667	0	45
1366.3	0	45
1366.3333	0	45
1366.3667	0	45
1366.4	0	45
1366.4333	0	45
1366.4667	0	45
1366.5	0	45
1366.5333	0	45
1366.5667	0	45
1366.6	0	45
1366.6333	0	45
1366.6667	0	45
1366.7	0	45
1366.7333	0	45
1366.7667	0	45
1366.8	0	45
1366.8333	0	45
1366.8667	0	45
1366.9	0	45
1366.9333	0	45
1366.9667	0	45
1367	0	45
1367.0333	0	45
1367.0667	0	45
1367.1	0	45
1367.1333	0	45
1367.1667	0	45
1367.2	0	45
1367.2333	0	45
1367.2667	0	45
1367.3	0	45
1367.3333	0	45
1367.3667	0	45
1367.4	0	45
1367.4333	0	45
1367.4667	0	45
1367.5	0	45
1367.5333	0	45
1367.5667	0	45
1367.6	0	45
1367.6333	0	45
1367.6667	0	45
1367.7	0	45
1367.7333	0	45
1367.7667	0	45
1367.8	0	45
1367.8333	0	45
1367.8667	0	45
1367.9	0	45
1367.9333	0	45
1367.9667	0	45
1368	0	45
1368.0333	0	45
1368.0667	0	45
1368.1	0	45
1368.1333	0	45
1368.1667	0	45
1368.2	0	45
1368.2333	0	45
1368.2667	0	45
1368.3	0	45
1368.3333	0	45
1368.3667	0	45
1368.4	0	45
1368.4333	0	45
1368.4667	0	45
1368.5	0	45
1368.5333	0	45
1368.5667	0	45
1368.6	0	45
1368.6333	0	45
1368.6667	0	45
1368.7	0	45
1368.7333	0	45
1368.7667	0	45
1368.8	0	45
1368.8333	0	45
1368.8667	0	45
1368.9	0	45
1368.9333	0	45
1368.9667	0	45
1369	0	45
1369.0333	0	45
1369.0667	0	45
1369.1	0	45
1369.1333	0	45
1369.1667	0	45
1369.2	0	45
1369.2333	0	45
1369.2667	0	45
1369.3	0	45
1369.3333	0	45
1369.3667	0	45
1369.4	0	45
1369.4333	0	45
1369.4667	0	45
1369.5	0	45
1369.5333	0	45
1369.5667	0	45
1369.6	0	45
1369.6333	0	45
1369.6667	0	45
1369.7	0	45
1369.7333	0	45
1369.7667	0	45
1369.8	0	45
1369.8333	0	45
1369.8667	0	45
1369.9	0	45
1369.9333	0	45
1369.9667	0	45
1370	0	45
1370.0333	0	45
1370.0667	0	45
1370.1	0	45
1370.1333	0	45
1370.1667	0	45
1370.2	0	45
1370.2333	0	45
1370.2667	0	45
1370.3	0	45
1370.3333	0	45
1370.3667	0	45
1370.4	0	45
1370.4333	0	45
1370.4667	0	45
1370.5	0	45
1370.5333	0	45
1370.5667	0	45
1370.6	0	45
1370.6333	0	45
1370.6667	0	45
1370.7	0	45
1370.7333	0	45
1370.7667	0	45
1370.8	0	45
1370.8333	0	45
1370.8667	0	45
1370.9	0	45
1370.9333	0	45
1370.9667	0	45
1371	0	45
1371.0333	0	45
1371.0667	0	45
1371.1	0	45
1371.1333	0	45
1371.1667	0	45
1371.2	0	45
1371.2333	0	45
1371.2667	0	45
1371.3	0	45
1371.3333	0	45
1371.3667	0	45
1371.4	0	45
1371.4333	0	45
1371.4667	0	45
1371.5	0	45
1371.5333	0	45
1371.5667	0	45
1371.6	0	45
1371.6333	0	45
1371.6667	0	45
1371.7	0	45
1371.7333	0	45
1371.7667	0	45
1371.8	0	45
1371.8333	0	45
1371.8667	0	45
1371.9	0	45
1371.9333	0	45
1371.9667	0	45
1372	0	45
1372.0333	0	45
1372.0667	0	45
1372.1	0	45
1372.1333	0	45
1372.1667	0	45
1372.2	0	45
1372.2333	0	45
1372.2667	0	45
1372.3	0	45
1372.3333	0	45
1372.3667	0	45
1372.4	0	45
1372.4333	0	45
1372.4667	0	45
1372.5	0	45
1372.5333	0	45
1372.5667	0	45
1372.6	0	45
1372.6333	0	45
1372.6667	0	45
1372.7	0	45
1372.7333	0	45
1372.7667	0	45
1372.8	0	45
1372.8333	0	45
1372.8667	0	45
1372.9	0	45
1372.9333	0	45
1372.9667	0	45
1373	0	45
1373.0333	0	45
1373.0667	0	45
1373.1	0	45
1373.1333	0	45
1373.1667	0	45
1373.2	0	45
1373.2333	0	45
1373.2667	0	45
1373.3	0	45
1373.3333	0	45
1373.3667	0	45
1373.4	0	45
1373.4333	0	45
1373.4667	0	45
1373.5	0	45
1373.5333	0	45
1373.5667	0	45
1373.6	0	45
1373.6333	0	45
1373.6667	0	45
1373.7	0	45
1373.7333	0	45
1373.7667	0	45
1373.8	0	45
1373.8333	0	45
1373.8667	0	45
1373.9	0	45
1373.9333	0	45
1373.9667	0	45
1374	0	45
1374.0333	0	45
1374.0667	0	45
1374.1	0	45
1374.1333	0	45
1374.1667	0	45
1374.2	0	45
1374.2333	0	45
1374.2667	0	45
1374.3	0	45
1374.3333	0	45
1374.3667	0	45
1374.4	0	45
1374.4333	0	45
1374.4667	0	45
1374.5	0	45
1374.5333	0	45
1374.5667	0	45
1374.6	0	45
1374.6333	0	45
1374.6667	0	45
1374.7	0	45
1374.7333	0	45
1374.7667	0	45
1374.8	0	45
1374.8333	0	45
1374.8667	0	45
1374.9	0	45
1374.9333	0	45
1374.9667	0	45
1375	0	45
1375.0333	240	45
1375.0667	0	45
1375.1	0	45
1375.1333	0	45
1375.1667	0	45
1375.2	0	45
1375.2333	0	45
1375.2667	600	45
1375.3	600	45
1375.3333	0	45
1375.3667	0	45
1375.4	0	45
1375.4333	0	45
1375.4667	0	45
1375.5	0	45
1375.5333	240	45
1375.5667	0	45
1375.6	0	45
1375.6333	0	45
1375.6667	0	45
1375.7	0	45
1375.7333	0	45
1375.7667	0	45
1375.8	0	45
1375.8333	0	45
1375.8667	0	45
1375.9	0	45
1375.9333	0	45
1375.9667	0	45
1376	0	45
1376.0333	240	45
1376.0667	0	45
1376.1	0	45
1376.1333	0	45
1376.1667	0	45
1376.2	0	45
1376.2333	0	45
1376.2667	240	45
1376.3	0	45
1376.3333	0	45
1376.3667	0	45
1376.4	0	45
1376.4333	0	45
1376.4667	0	45
1376.5	0	45
1376.5333	240	45
1376.5667	0	45
1376.6	0	45
1376.6333	0	45
1376.6667	0	45
1376.7	0	45
1376.7333	0	45
1376.7667	240	45
1376.8	0	45
1376.8333	0	45
1376.8667	0	45
1376.9	0	45
1376.9333	0	45
1376.9667	0	45
1377	0	45
1377.0333	240	45
1377.0667	0	45
1377.1	0	45
1377.1333	0	45
1377.1667	0	45
1377.2	0	45
1377.2333	0	45
1377.2667	0	45
1377.3	0	45
1377.3333	0	45
1377.3667	0	45
1377.4	0	45
1377.4333	0	45
1377.4667	0	45
1377.5	0	45
1377.5333	240	45
1377.5667	0	45
1377.6	0	45
1377.6333	0	45
1377.6667	0	45
1377.7	0	45
1377.7333	0	45
1377.7667	0	45
1377.8	0	45
1377.8333	0	45
1377.8667	0	45
1377.9	0	45
1377.9333	0	45
1377.9667	0	45
1378	0	45
1378.0333	0	45
1378.0667	0	45
1378.1	0	45
1378.1333	0	45
1378.1667	0	45
1378.2	0	45
1378.2333	0	45
1378.2667	0	45
1378.3	0	45
1378.3333	0	45
1378.3667	0	45
1378.4	0	45
1378.4333	0	45
1378.4667	0	45
1378.5	0	45
1378.5333	240	45
1378.5667	0	45
1378.6	0	45
1378.6333	0	45
1378.6667	0	45
1378.7	0	45
1378.7333	0	45
1378.7667	0	45
1378.8	0	45
1378.8333	0	45
1378.8667	0	45
1378.9	0	45
1378.9333	0	45
1378.9667	0	45
1379	0	45
1379.0333	0	45
1379.0667	0	45
1379.1	0	45
1379.1333	0	45
1379.1667	0	45
1379.2	0	45
1379.2333	0	45
1379.2667	0	45
1379.3	0	45
1379.3333	0	45
1379.3667	0	45
1379.4	0	45
1379.4333	0	45
1379.4667	0	45
1379.5	0	45
1379.5333	240	45
1379.5667	0	45
1379.6	0	45
1379.6333	0	45
1379.6667	0	45
1379.7	0	45
1379.7333	0	45
1379.7667	240	45
1379.8	0	45
1379.8333	0	45
1379.8667	0	45
1379.9	0	45
1379.9333	0	45
1379.9667	0	45
1380	0	45
1380.0333	0	45
1380.0667	0	45
1380.1	0	45
1380.1333	0	45
1380.1667	0	45
1380.2	0	45
1380.2333	0	45
1380.2667	0	45
1380.3	0	45
1380.3333	0	45
1380.3667	0	45
1380.4	0	45
1380.4333	0	45
1380.4667	0	45
1380.5	0	45
1380.5333	0	45
1380.5667	0	45
1380.6	0	45
1380.6333	0	45
1380.6667	0	45
1380.7	0	45
1380.7333	0	45
1380.7667	293.3333333	45
1380.8	0	45
1380.8333	0	45
1380.8667	0	45
1380.9	0	45
1380.9333	0	45
1380.9667	0	45
1381	0	45
1381.0333	0	45
1381.0667	0	45
1381.1	0	45
1381.1333	0	45
1381.1667	0	45
1381.2	0	45
1381.2333	0	45
1381.2667	0	45
1381.3	0	45
1381.3333	0	45
1381.3667	0	45
1381.4	0	45
1381.4333	0	45
1381.4667	0	45
1381.5	0	45
1381.5333	0	45
1381.5667	0	45
1381.6	0	45
1381.6333	0	45
1381.6667	0	45
1381.7	0	45
1381.7333	0	45
1381.7667	0	45
1381.8	0	45
1381.8333	0	45
1381.8667	0	45
1381.9	0	45
1381.9333	0	45
1381.9667	0	45
1382	0	45
1382.0333	0	45
1382.0667	0	45
1382.1	0	45
1382.1333	0	45
1382.1667	0	45
1382.2	0	45
1382.2333	0	45
1382.2667	0	45
1382.3	0	45
1382.3333	0	45
1382.3667	0	45
1382.4	0	45
1382.4333	0	45
1382.4667	0	45
1382.5	0	45
1382.5333	240	45
1382.5667	0	45
1382.6	0	45
1382.6333	0	45
1382.6667	0	45
1382.7	0	45
1382.7333	0	45
1382.7667	0	45
1382.8	0	45
1382.8333	0	45
1382.8667	0	45
1382.9	0	45
1382.9333	0	45
1382.9667	0	45
1383	0	45
1383.0333	0	45
1383.0667	0	45
1383.1	0	45
1383.1333	0	45
1383.1667	0	45
1383.2	0	45
1383.2333	0	45
1383.2667	0	45
1383.3	0	45
1383.3333	0	45
1383.3667	0	45
1383.4	0	45
1383.4333	0	45
1383.4667	0	45
1383.5	0	45
1383.5333	0	45
1383.5667	240	45
1383.6	0	45
1383.6333	0	45
1383.6667	0	45
1383.7	0	45
1383.7333	0	45
1383.7667	0	45
1383.8	0	45
1383.8333	0	45
1383.8667	0	45
1383.9	0	45
1383.9333	0	45
1383.9667	0	45
1384	0	45
1384.0333	0	45
1384.0667	0	45
1384.1	0	45
1384.1333	0	45
1384.1667	0	45
1384.2	0	45
1384.2333	0	45
1384.2667	0	45
1384.3	0	45
1384.3333	0	45
1384.3667	0	45
1384.4	0	45
1384.4333	0	45
1384.4667	0	45
1384.5	0	45
1384.5333	240	45
1384.5667	0	45
1384.6	0	45
1384.6333	0	45
1384.6667	0	45
1384.7	0	45
1384.7333	0	45
1384.7667	0	45
1384.8	0	45
1384.8333	0	45
1384.8667	0	45
1384.9	0	45
1384.9333	0	45
1384.9667	0	45
1385	0	45
1385.0333	0	45
1385.0667	0	45
1385.1	0	45
1385.1333	0	45
1385.1667	0	45
1385.2	0	45
1385.2333	0	45
1385.2667	0	45
1385.3	0	45
1385.3333	0	45
1385.3667	0	45
1385.4	0	45
1385.4333	0	45
1385.4667	0	45
1385.5	0	45
1385.5333	0	45
1385.5667	0	45
1385.6	0	45
1385.6333	0	45
1385.6667	0	45
1385.7	0	45
1385.7333	0	45
1385.7667	0	45
1385.8	0	45
1385.8333	0	45
1385.8667	0	45
1385.9	0	45
1385.9333	0	45
1385.9667	0	45
1386	0	45
1386.0333	240	45
1386.0667	0	45
1386.1	0	45
1386.1333	0	45
1386.1667	0	45
1386.2	0	45
1386.2333	0	45
1386.2667	240	45
1386.3	0	45
1386.3333	0	45
1386.3667	0	45
1386.4	0	45
1386.4333	0	45
1386.4667	0	45
1386.5	0	45
1386.5333	240	45
1386.5667	0	45
1386.6	0	45
1386.6333	0	45
1386.6667	0	45
1386.7	0	45
1386.7333	0	45
1386.7667	0	45
1386.8	0	45
1386.8333	0	45
1386.8667	0	45
1386.9	0	45
1386.9333	0	45
1386.9667	0	45
1387	0	45
